user_id	item_id	timestamp	correct	skill_id
112	60699	0	0	18
112	83923	0	1	2
112	64059	0	0	5
112	11590	0	1	24
112	60582	0	1	25
112	81339	0	1	17
112	66897	0	0	15
112	87974	0	0	3
112	43880	0	1	20
112	76032	0	1	23
112	17983	0	0	24
112	88958	0	0	13
112	30022	0	1	25
112	61269	0	1	14
112	56286	0	1	27
112	43722	0	1	8
112	48655	0	0	21
112	82421	0	0	21
112	29460	0	1	7
112	81944	0	1	11
112	88873	0	0	26
112	49555	0	0	12
112	23921	0	0	7
112	18231	0	1	14
112	84291	0	0	17
112	48663	0	1	29
112	26843	0	0	4
112	78598	0	1	1
112	42006	0	1	30
112	59980	0	0	2
112	81971	0	1	22
112	42557	0	0	28
112	84223	0	1	10
112	81968	0	1	22
112	47418	0	0	16
112	43703	0	1	6
112	11793	0	0	5
112	18349	0	0	20
112	68394	0	0	8
112	40150	0	1	3
112	62247	0	1	19
112	59829	0	0	1
112	81780	0	1	18
112	8757	0	1	19
112	89981	0	0	9
262	89981	0	0	9
262	81971	0	1	22
262	11793	0	0	5
262	81944	0	1	11
262	81339	0	1	17
262	60699	0	0	18
262	23921	0	0	7
262	61269	0	1	14
262	59829	0	0	1
262	40150	0	1	3
262	88958	0	0	13
262	60582	0	1	25
262	78598	0	1	1
262	47418	0	0	16
262	17983	0	0	24
262	68394	0	0	8
262	64059	0	0	5
262	49555	0	0	12
262	43880	0	1	20
262	43722	0	1	8
262	11590	0	1	24
262	88873	0	0	26
262	59980	0	0	2
262	84223	0	1	10
262	87974	0	0	3
262	82421	0	0	21
262	8757	0	1	19
262	42006	0	1	30
262	66897	0	0	15
262	81780	0	1	18
262	62247	0	1	19
262	84291	0	0	17
262	83923	0	1	2
262	76032	0	1	23
262	48655	0	0	21
262	81968	0	1	22
262	43703	0	1	6
262	42557	0	0	28
262	56286	0	1	27
262	30022	0	1	25
262	18231	0	1	14
262	18349	0	0	20
262	29460	0	1	7
262	26843	0	0	4
262	48663	0	1	29
340	84291	0	0	17
340	43722	0	1	8
340	42006	0	1	30
340	59829	0	0	1
340	88958	0	0	13
340	29460	0	1	7
340	78598	0	1	1
340	81339	0	1	17
340	56286	0	1	27
340	17983	0	0	24
340	62247	0	1	19
340	11590	0	1	24
340	11793	0	0	5
340	60699	0	0	18
340	30022	0	1	25
340	47418	0	0	16
340	59980	0	0	2
340	88873	0	0	26
340	83923	0	1	2
340	23921	0	0	7
340	89981	0	0	9
340	26843	0	0	4
340	82421	0	0	21
340	60582	0	1	25
340	64059	0	0	5
340	43880	0	1	20
340	18349	0	0	20
340	81968	0	1	22
340	48655	0	0	21
340	49555	0	0	12
340	18231	0	1	14
340	43703	0	1	6
340	8757	0	1	19
340	87974	0	0	3
340	84223	0	1	10
340	48663	0	1	29
340	66897	0	0	15
340	81944	0	1	11
340	68394	0	0	8
340	81780	0	1	18
340	42557	0	0	28
340	81971	0	1	22
340	40150	0	1	3
340	76032	0	1	23
340	61269	0	1	14
415	11793	0	0	5
415	11590	0	1	24
415	48663	0	1	29
415	18231	0	1	14
415	17983	0	0	24
415	56286	0	1	27
415	89981	0	0	9
415	64059	0	0	5
415	29460	0	1	7
415	43703	0	1	6
415	59980	0	0	2
415	26843	0	0	4
415	48655	0	0	21
415	60582	0	1	25
415	61269	0	1	14
415	23921	0	0	7
415	81339	0	1	17
415	18349	0	0	20
415	43722	0	1	8
415	76032	0	1	23
415	81971	0	1	22
415	88958	0	0	13
415	78598	0	1	1
415	42557	0	0	28
415	82421	0	0	21
415	84223	0	1	10
415	68394	0	0	8
415	8757	0	1	19
415	84291	0	0	17
415	81780	0	1	18
415	47418	0	0	16
415	66897	0	0	15
415	30022	0	1	25
415	43880	0	1	20
415	49555	0	0	12
415	60699	0	0	18
415	88873	0	0	26
415	81944	0	1	11
415	62247	0	1	19
415	81968	0	1	22
415	59829	0	0	1
415	40150	0	1	3
415	87974	0	0	3
415	42006	0	1	30
415	83923	0	1	2
462	29460	0	1	7
462	89981	0	0	9
462	26843	0	0	4
462	81339	0	1	17
462	64059	0	0	5
462	48663	0	1	29
462	81971	0	1	22
462	23921	0	0	7
462	60582	0	1	25
462	11793	0	0	5
462	43703	0	1	6
462	76032	0	1	23
462	11590	0	1	24
462	47418	0	0	16
462	18231	0	1	14
462	17983	0	0	24
462	68394	0	0	8
462	59829	0	0	1
462	8757	0	1	19
462	81944	0	1	11
462	81780	0	1	18
462	40150	0	1	3
462	42557	0	0	28
462	62247	0	1	19
462	43880	0	1	20
462	78598	0	1	1
462	18349	0	0	20
462	83923	0	1	2
462	48655	0	0	21
462	59980	0	0	2
462	49555	0	0	12
462	81968	0	1	22
462	60699	0	0	18
462	42006	0	1	30
462	84291	0	0	17
462	88873	0	0	26
462	82421	0	0	21
462	61269	0	1	14
462	87974	0	0	3
462	66897	0	0	15
462	56286	0	1	27
462	30022	0	1	25
462	88958	0	0	13
462	84223	0	1	10
462	43722	0	1	8
543	88873	0	0	26
543	11793	0	0	5
543	30022	0	1	25
543	18231	0	1	14
543	42006	0	1	30
543	17983	0	0	24
543	26843	0	0	4
543	64059	0	0	5
543	82421	0	0	21
543	59829	0	0	1
543	11590	0	1	24
543	89981	0	0	9
543	76032	0	1	23
543	43880	0	1	20
543	60699	0	0	18
543	81780	0	1	18
543	81944	0	1	11
543	42557	0	0	28
543	59980	0	0	2
543	83923	0	1	2
543	87974	0	0	3
543	48663	0	1	29
543	84291	0	0	17
543	43722	0	1	8
543	84223	0	1	10
543	47418	0	0	16
543	62247	0	1	19
543	48655	0	0	21
543	40150	0	1	3
